Name,Released_year,Rating,Genre,Sub_genre,Free
CipherCraft: Cyber Guardian Introduction,2024,6.7,Action,Casual,True
AChat Next,2022,3.5,Casual,Massively Multiplayer,True
Purgo box,2021,9.1,Adventure,Indie,True
Bureau of Contacts: Mansion,2024,9.6,Action,Adventure,True
A Hint of Purple,2023,9.6,Casual,Indie,True
Aetherspace,2017,6.4,Indie,Strategy,True
In the Darkness of the Sea,2017,7.9,Adventure,Indie,True
My Boss Leidi,2023,9.4,Casual,Indie,True
Coast Defender,2023,8.6,Action,N/A,True
Jigs4w3D Puzzle Challenge,2024,8.6,Casual,Indie,True
DreamScapes Dimensions,2021,4.2,Indie,Massively Multiplayer,True
What is snowman made of?,2023,9.2,Adventure,Casual,True
The Colossus Is Coming: The Interactive Experience,2021,7.6,Casual,Indie,True
Notre-Dame de Paris: Journey Back in Time,2020,7.6,Casual,N/A,True
Furriend,2024,10.0,Casual,N/A,True
Paradise Puzzle!,2022,3.2,Action,Casual,True
New Warfare,2024,7.6,Action,Indie,True
Lords of Kingdoms,2018,4.5,Indie,Massively Multiplayer,True
Turner,2016,9.0,Action,Adventure,True
Quacker Bros : First Heist,2024,9.6,Indie,N/A,True
Last Minute Shopping,2023,8.3,Casual,Indie,True
Star Melody Yumemi Dreamer,2022,7.3,Adventure,N/A,True
Dungeonbowl - Knockout Edition,2012,2.6,Sports,Strategy,False
ComPet - Epic Beast Battles,2016,6.0,Strategy,N/A,False
Nemezis: Mysterious Journey III Prologue,2021,8.3,Action,Adventure,True
Time Break,2019,7.0,Action,Indie,True
Kurukshetra: Ascension,2022,7.8,Adventure,RPG,True
The Deer,2019,6.9,Adventure,Indie,True
SCP: Rulebreaker,2024,5.8,Adventure,Indie,True
My Friend The Spider,2024,8.8,Adventure,Simulation,True
Ninza,2024,9.9,Action,Indie,True
Crown Delights Deli,2022,7.9,Casual,Indie,True
Entity Researchers: Prologue,2022,8.4,Indie,RPG,True
My Free Farm,2019,6.6,Casual,Simulation,True
Operation Food to Gold,2024,5.7,Casual,Indie,True
MouseVentures,2024,9.7,Casual,N/A,True
Gem Wars: Attack of the Jiblets,2015,6.1,Action,Casual,True
SWEET MILF,2020,8.3,Adventure,N/A,True
Re-O-Ri,2019,9.2,Indie,Strategy,True
Love And Order,2015,4.8,Casual,Indie,True
Duelyst II Playtest,2022,9.5,N/A,N/A,False
AGNI,2022,9.0,Adventure,Casual,True
Endless Combat,2017,7.7,Action,Casual,True
Waking Up: Way Back Home,2023,9.1,Adventure,N/A,True
Lost In Malul,2022,8.7,Action,Adventure,True
Downtown Jam,2022,7.9,Simulation,Sports,True
ball,2024,7.3,Adventure,Casual,True
LEAP Playtest,2023,7.1,N/A,N/A,False
Monster Girl Incursion,2020,9.1,Action,Adventure,True
Monsters Domain Playtest,2024,8.2,N/A,N/A,False
Indie Dev Story,2024,8.1,Indie,Simulation,True
Revenge of the Killer Octopus,2022,7.7,Action,Casual,True
Above,2024,9.4,Action,Adventure,True
fishy,2021,9.5,Casual,Indie,True
Elsewhere High: Chapter 1 - A Visual Novel,2017,6.8,Adventure,N/A,True
Deceive Inc. Playtest,2023,9.1,N/A,N/A,False
捕鱼炸翻天,2020,3.8,Adventure,Casual,True
Ninja Rift,2024,6.8,Action,RPG,True
The Far Rings: A Space Opera Visual Novella,2019,8.4,Casual,Indie,True
Little Square Things,2019,8.7,Indie,Strategy,True
Age of Pyramids,2022,3.6,Strategy,N/A,True
Monster Racing League,2023,8.2,Casual,Racing,True
Cat,2024,6.2,Casual,Simulation,True
White Pearl,2017,7.6,Action,Adventure,True
Pixel Collector,2024,6.8,Simulation,N/A,True
La Villa de la Muerte,2022,6.3,N/A,N/A,True
RTX Sweeper,2022,7.9,Indie,N/A,True
SurrealVR,2016,6.1,Adventure,Casual,True
Undying Symphony,2024,8.4,Action,Adventure,True
DunDun VR,2021,9.2,Adventure,Indie,True
Driftwood The Visual Novel,2016,5.4,Casual,Indie,True
Three Kingdoms: Battle of Generals,2023,7.5,Massively Multiplayer,Simulation,True
Baezult,2016,7.8,Adventure,Indie,True
Panic Room 2: Hide and Seek,2018,4.7,Adventure,Casual,True
Isekai Eternal Alpha,2021,6.2,Action,RPG,True
Notes From Province,2022,8.6,Adventure,Casual,True
ACID Music Studio 10 - Steam Powered,2015,6.8,N/A,N/A,False
Billie Bust Up Playtest,2023,9.9,N/A,N/A,False
Dragon Spirits 2 : Prologue,2024,9.9,Adventure,Indie,True
"Abort, Retry, Fail",2022,8.9,Action,Adventure,True
NeonBall,2018,5.4,Casual,Indie,True
ENGAGE,2018,8.3,N/A,N/A,True
Cursed,2023,4.7,Action,Adventure,True
Lootbawx,2024,6.8,Casual,N/A,True
DreamFly,2020,7.2,Adventure,Indie,True
Seraphim Slum,2024,9.7,Indie,N/A,True
Curiosity,2018,7.9,Casual,Indie,True
ScreenPlay CCG,2024,7.1,Strategy,N/A,True
Blade Assault Playtest,2021,9.2,N/A,N/A,False
Last Broadcast,2023,8.3,Adventure,N/A,True
Consternation II,2020,8.9,Action,Adventure,True
MELLOWOLLEM,2023,8.8,Adventure,Casual,True
Knock on the Coffin lid: Prolog,2024,9.2,N/A,N/A,True
Holstin Playtest,2022,9.7,N/A,N/A,False
Chicken Fight,2023,8.0,Action,Adventure,True
Rescue Bear Operation,2016,7.7,Action,Adventure,True
ST World,2023,6.7,Adventure,Casual,True
RBO Playtest,2024,8.8,N/A,N/A,False
Down Ward,2019,8.9,Action,Indie,True
SpritePile,2019,9.3,N/A,N/A,True
Forgotten Hill The Third Axis,2023,7.5,Adventure,Indie,True
Flow Parkour,2024,7.2,Action,Casual,True
Auro: A Monster-Bumping Adventure,2016,8.4,Strategy,N/A,True
Poly Runner VR,2016,8.3,Casual,Indie,True
Nightork Adventures - Beyond the Moons of Shadalee,2016,5.2,Action,Indie,True
Dirty Harry's Thunder Drive,2020,7.7,Action,Casual,True
Amoreon NightClub,2017,7.6,Simulation,N/A,True
Necromancer Accountant,2017,7.2,Casual,Indie,True
Ludu,2016,7.7,Adventure,Indie,True
Monday Meltdown,2024,9.9,Action,Indie,True
Dr. Carlos' Personality Exam,2023,9.2,Casual,Indie,True
Bass Monkey,2022,9.2,Action,Casual,True
Heroes of Arca,2017,6.8,Indie,RPG,True
Nebula Realms,2022,4.0,Casual,Massively Multiplayer,True
Towers Together: Beginnings,2023,8.8,Casual,Indie,True
xVASynth,2022,7.1,N/A,N/A,True
Pluto,2018,4.1,N/A,N/A,True
Superstorm Melon Date,2021,9.2,Casual,Indie,True
Pizzeria,2024,5.7,Action,Adventure,True
Titan Revenge,2023,6.3,Massively Multiplayer,RPG,True
Oraxum Trials,2022,6.8,Casual,Indie,True
Idle Sand Castle,2022,3.9,Casual,N/A,True
Whisper Books,2022,8.0,Adventure,Casual,True
Survive The Island,2021,5.6,Action,RPG,True
Telepathy Zero,2017,4.4,Casual,Indie,True
Steampunk Genius,2020,9.1,Indie,Simulation,True
Dog Clicker,2022,5.2,Adventure,Casual,True
Halo 2 Mod Tools - MCC,2021,8.9,N/A,N/A,False
League of Angels: Pact,2023,4.1,Action,Adventure,True
Cats of the Song Dynasty,2024,9.9,Casual,Simulation,True
Heart Abyss Playtest,2024,10.0,N/A,N/A,False
Slightly Heroes VR,2018,6.7,Action,Casual,False
Patent9 - Goddess of Trust,2018,7.4,Adventure,N/A,True
My Light In The Dark,2019,9.3,Adventure,Indie,True
Derpy Dinos,2017,7.6,Action,Casual,True
ULTRAWORLD EXODUS,2014,7.4,Indie,N/A,True
DeathMatch,2019,6.2,Action,Indie,True
North Stars,2018,8.2,N/A,N/A,True
ZombiesWaves,2021,4.5,Action,Adventure,True
Watch Your Back,2022,4.6,Action,Casual,True
Maze,2021,8.8,Action,N/A,True
Super Ride Grandpa,2022,9.7,Racing,N/A,True
Budget Backrooms,2023,9.6,Adventure,Casual,True
8i - Make VR Human,2016,6.5,Adventure,N/A,True
Scary School Simulator 2,2023,5.4,Action,Adventure,True
Paws and Soul: First Step,2020,5.8,Adventure,Indie,True
Corsairs Madness Prologue: Jungles Island,2023,9.9,Action,Adventure,True
You Doesn't Exist,2017,6.1,Indie,RPG,True
Tavern Crawl,2022,6.9,Action,Adventure,True
Aim FTW,2019,6.1,Action,Adventure,True
小怪物必须死,2021,6.6,Action,Adventure,True
Narco Strike,2019,5.9,Action,Adventure,True
Bloodlines of Prima,2020,5.5,Action,Adventure,True
双生幻想,2023,8.8,Action,Indie,True
Just A Dream,2017,8.1,Action,Indie,True
Retro Combat,2023,8.0,Action,N/A,True
Symploke: Legend of Gustavo Bueno (Chapter 1),2017,8.4,Adventure,Indie,True
Quiet Godo,2020,7.2,Action,Indie,True
16 Bit Arena,2015,5.7,Action,Casual,False
The Horus Heresy: Battle of Tallarn - Iron Edition,2017,5.0,Strategy,N/A,False
Clash of Panzer,2023,6.1,Action,Casual,True
Before Arriving at the Terminal,2019,9.1,Adventure,Indie,True
Not An Angels: Erotic Puzzle,2021,6.9,Casual,N/A,True
幻境启示,2024,10.0,Action,Adventure,True
Nuts,2024,6.2,Action,Adventure,True
Flappy Souls,2023,9.9,Casual,Indie,True
Surgera VR,2018,5.3,N/A,N/A,True
Wequer,2019,9.3,Indie,Strategy,True
AvaKit,2023,6.4,N/A,N/A,True
Kemono Friends Opening Day,2023,9.9,Adventure,Indie,True
Runes of Pandemonium,2022,9.5,RPG,N/A,True
Jonah's Path,2016,7.0,Indie,N/A,True
公主观众,2024,9.9,RPG,N/A,True
Vaccine19,2020,7.7,Action,Casual,True
50,2022,4.5,Casual,Indie,True
Dragon World,2018,6.4,Action,Indie,True
Mr. Mat Hematic,2023,8.5,Casual,Indie,True
Orphan of the Petal,2019,7.5,Adventure,Casual,True
Heart of the Emberstone: Coliseum,2017,8.9,Adventure,Indie,True
Coregrounds,2018,7.0,Indie,Strategy,False
RagBrawl,2023,8.1,Action,Casual,True
At Winter's End,2023,9.5,Adventure,Casual,True
The Debug,2020,8.1,Action,Adventure,True
로스팅 리포트:대학생 수면제 사망사건,2021,8.4,Casual,Simulation,True
Food Truck Simulator Playtest,2022,8.2,N/A,N/A,False
Yearning: A Gay Story,2021,7.3,Casual,Simulation,True
Plants Huddled Together,2024,9.7,Casual,N/A,True
Save the Pirate: Sea Story,2021,7.8,Action,Adventure,True
Gravity,2020,8.6,Action,Casual,True
Towerful Defense: Prologue,2024,8.8,Action,Casual,True
Vision,2018,7.3,Casual,Indie,True
Yin-Yang Ping-Pong,2024,9.6,Casual,Simulation,True
Comet Crasher,2019,9.0,Action,Indie,True
Dawn of Corruption,2021,9.6,Adventure,Indie,True
BLEAK: Welcome to Glimmer,2016,9.0,Action,Indie,True
Solitude Underwater,2022,6.4,Action,Adventure,True
The Stranded Traveler,2023,6.9,Action,Adventure,True
Cardeneer,2023,10.0,Indie,Simulation,True
Soulcaster,2020,9.3,N/A,N/A,True
Alternate Universe Playbook,2023,9.7,N/A,N/A,True
Recursive Hate - Spider Hell,2021,8.8,Action,Indie,True
Azure,2020,9.3,Action,Indie,True
A Wholesome Game About Farming,2022,9.9,Indie,RPG,True
What Lies in the Multiverse - Prologue,2022,9.7,Action,Adventure,True
UnHappy Place,2022,9.4,Casual,N/A,True
Astra Hunter Zosma,2024,9.9,RPG,N/A,True
"tERRORbane: an INTRODUCTION, mostly",2021,9.6,Adventure,Indie,True
Intruder Alert: Ixian Operations,2016,6.5,Indie,Strategy,True
SPEARHEAD,2022,9.6,Casual,Indie,True
Primordials: Battle of Gods,2021,4.4,Strategy,N/A,True
Lunarsea,2017,7.1,Action,Casual,True
Chicku,2016,9.0,Action,Casual,False
Conquer: Napoleonic Wars,2022,7.6,Indie,Strategy,True
41 Hours: Prologue,2021,6.0,Action,N/A,True
西游记福利版,2024,5.8,Adventure,Casual,True
Demolish & Build 3 Prologue,2024,7.1,Indie,Simulation,True
Fortuito: Lost History,2021,8.1,Action,Adventure,True
Magnesia,2019,7.6,Adventure,Casual,True
Audio Factory,2017,8.3,Adventure,Casual,True
Wrath of Anias,2022,6.8,Adventure,Casual,True
Public Enemy: Revolution Simulator,2019,8.9,Action,N/A,True
第一千零二夜的童话,2022,9.2,Adventure,Indie,True
Into the Waves,2021,9.4,Adventure,Casual,True
封神纪传奇,2020,5.3,Action,Adventure,True
BUTT,2024,6.0,Simulation,N/A,True
One Man Is Not No Man,2016,9.0,Action,Indie,True
Infinite Borders,2023,2.8,Casual,Massively Multiplayer,True
Winds of Change - The Opening Act,2019,8.7,Adventure,Indie,False
Not in Heaven,2019,5.2,Action,Adventure,True
Cyber Slayer,2022,8.6,Action,N/A,True
DECIDIT,2024,9.3,Action,Indie,True
Hentai Senpai: Sukebe Nekomimi no Yoru,2023,7.2,Casual,Indie,True
Instant War,2022,6.8,Massively Multiplayer,Strategy,True
Project Amalthea: Battlegrounds,2020,6.2,Action,Indie,True
Legend of the Holy Sword,2024,7.2,Action,Casual,True
Geometry Boxer,2018,6.6,Action,Casual,True
The Alpine Express,2023,9.0,Adventure,Casual,True
BATTLE STEED : GUNMA (배틀 스티드 : 군마),2022,4.5,Action,N/A,True
Arcus,2020,9.3,Action,N/A,True
Land of the Mage Lords,2023,9.3,Casual,Indie,True
Clash of Irons,2022,6.6,Massively Multiplayer,RPG,True
VRSailing by BeTomorrow,2017,8.9,Indie,Simulation,True
Kriegsfront Battlescaper - Diorama Editor,2022,9.6,Casual,Indie,True
TENET,2018,7.3,Action,Indie,True
Camp Focus,2022,8.9,Casual,Indie,True
Gorge,2021,8.7,Action,Indie,True
Depths of Limbo,2017,7.6,Action,Adventure,True
Tactical Control,2019,8.5,Casual,Indie,True
Fabular: Prologue,2022,9.4,Action,Adventure,True
活下去,2019,4.6,Action,Adventure,True
bridg,2021,5.8,Casual,Indie,True
Rokka,2020,7.9,Action,N/A,True
Sophie's Guardian,2018,7.3,Action,Indie,True
MusicWave,2020,6.8,Action,Casual,True
Misfire,2019,5.8,Action,Casual,True
Horror Villa 恐怖撤锁,2021,6.6,Indie,Racing,True
噬元之主,2018,6.1,RPG,N/A,True
The Sun Will Rise,2016,5.5,Action,Adventure,True
STAR WARS: The Old Republic - Public Test Server,2021,7.0,Massively Multiplayer,N/A,True
Coconut,2024,5.9,Casual,Simulation,True
Meat Madness,2022,7.7,Adventure,Casual,True
DreamWatcher,2020,8.3,Action,Adventure,True
World War 2: Strategy Simulator,2022,3.4,Simulation,Strategy,True
Sellswords: Ashen Company,2019,7.0,Action,Strategy,False
Bengan Yes,2022,9.0,Action,Indie,True
Crystal Guardians Prologue,2024,9.3,Casual,Strategy,True
LOGistICAL: ABC Islands,2018,7.2,Casual,Indie,True
ぶんまわしヒーロー / Full Swing Hero,2019,8.7,Action,Indie,True
Iron Jaw,2022,7.6,Action,Indie,True
Easy Bug Manager,2020,9.7,N/A,N/A,True
Shelley Manor,2024,8.2,Adventure,N/A,True
NEAR DEADline,2020,8.9,Action,Casual,True
Serene Asylum,2021,5.8,Indie,N/A,True
Raw Nerve,2023,8.7,Racing,Simulation,True
Kogarashi,2022,5.8,Action,Adventure,True
No Way Out,2024,5.5,Action,Adventure,True
创史者Hist Maker,2018,8.3,Casual,Indie,True
BALSA Model Flight Simulator Playtest,2021,9.3,N/A,N/A,False
Zenko: A Fox's Tale,2021,8.7,Adventure,Casual,True
Blue Wednesday: Prologue,2023,9.4,Adventure,Indie,True
Anonymous Hacker Simulator Playtest,2024,9.9,N/A,N/A,False
HARD TAPES,2021,5.4,Action,Indie,True
Graffiti Bombing,2020,6.4,Simulation,N/A,False
A Good Cat and The Graduate Life,2024,10.0,Action,N/A,True
OLI,2022,8.7,Adventure,Indie,True
Arkhangel: The House of the Seven Stars,2018,8.1,Adventure,Indie,True
KóterGame,2018,9.0,Adventure,Indie,True
BloodDome Classic,2023,8.4,Action,Casual,True
WW2 Rebuilder Playtest,2023,9.9,N/A,N/A,False
Scrap,2017,5.0,Action,Indie,True
Sex Search,2022,5.0,Casual,Indie,True
Freeland,2024,4.7,Adventure,Casual,True
oVRshot,2018,8.6,Action,Indie,True
4 for the Money Demo,2018,8.6,Action,Indie,True
Relax Walk VR,2017,5.1,Simulation,N/A,True
Shooty Squad,2017,8.6,Action,Casual,True
SCP: Nemesi - Alpha Testing,2023,7.1,Action,Indie,True
Project Syria,2016,3.9,Indie,Simulation,True
Push Battle,2022,7.4,Action,Casual,True
Fit Puzzle Blocks,2022,8.6,Casual,N/A,True
Drill Core Playtest,2024,9.6,N/A,N/A,False
Card Survival: Tropical Island - The First Days,2022,7.7,Adventure,Indie,True
connect - Virtual Home (3D or VR),2018,4.7,N/A,N/A,True
Halt The Heist!,2022,8.9,Action,Casual,True
Goi: Spooky Run,2023,7.4,Action,Casual,True
TRUFFLE,2024,8.7,Indie,N/A,True
Crawlspace 2,2023,9.7,Action,Strategy,True
War Online: Pacific,2019,4.9,Massively Multiplayer,Simulation,True
Team Rise,2023,6.9,Action,Adventure,True
AV-17,2018,8.1,Action,Casual,True
Shut your teeth,2021,9.4,Adventure,Indie,True
Adapta Solva,2024,9.9,Casual,Indie,True
Domiverse,2018,9.6,Action,Indie,True
7776 II: Dwarven Greed,2019,8.0,Casual,Indie,True
Shadow Hunter,2015,6.2,Indie,RPG,True
Cepheus Protocol Playtest,2022,8.6,N/A,N/A,False
Avocado,2024,5.1,Adventure,Simulation,True
Kare wa Kanojo,2019,8.4,Indie,Simulation,True
Fractured Horizon,2024,9.9,Adventure,Casual,True
Mossy Pixels,2023,9.4,Casual,Indie,True
King of Light,2023,9.6,Casual,Indie,True
Museum of Symmetry,2018,9.6,Adventure,Casual,True
冰橘布丁,2021,7.4,Indie,RPG,True
Ripple Effect,2017,7.0,Action,Adventure,True
Citizens: On Mars - Prologue,2023,7.7,Simulation,Strategy,True
Downbass Warriors: Heroes of Maydamn,2023,8.0,Action,Massively Multiplayer,True
Monster Mystery,2022,6.8,Action,Indie,True
Deep Rock Galactic: Survivor Playtest,2023,9.7,N/A,N/A,False
Hotfix,2020,7.5,Action,Casual,True
Sonata Theory,2021,9.4,Indie,N/A,True
First Person Shooter Kit Showcase,2020,8.7,Action,N/A,True
Croissant,2024,5.1,Action,Indie,True
MONITOR: The Game,2017,8.7,N/A,N/A,True
Veneficium: A witch's tale,2021,6.2,Adventure,Casual,True
It's Dark,2022,6.8,Action,Casual,True
Extraction Valley,2019,6.5,Action,Indie,True
Rendezvous: Shadows of the Past,2022,8.3,Adventure,Indie,True
Duloga,2022,8.4,Action,Indie,True
Tlatoani: Aztec Cities Prologue,2024,9.0,Indie,Simulation,True
One Room Nightmare,2024,8.6,Indie,Simulation,True
Granblue Fantasy Versus: Rising Playtest,2023,8.7,N/A,N/A,False
Killbox,2017,6.8,Action,Indie,True
Etherion Online,2023,4.9,Action,Adventure,True
VR Battle Grid,2016,9.0,Action,Casual,True
Agent-00,2020,7.1,Action,Adventure,True
Bolt'N'Punch,2024,8.8,Action,N/A,True
The Art of War: Card Game,2024,8.6,Casual,Indie,True
PoPuP,2023,9.7,Adventure,Indie,True
REVN,2021,7.0,Action,Indie,True
Stories One,2023,6.5,Action,Indie,True
Nith Realms,2023,8.1,Action,Adventure,True
Dual Snake,2018,9.3,Adventure,Casual,True
Powder,2022,7.2,N/A,N/A,True
Pan'orama: Prologue,2023,8.2,Casual,Indie,True
The Song of Terminus 終焉的迴響:護界者之歌,2017,5.4,Action,Indie,True
FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,2017,5.4,Action,Casual,True
Song Animals,2019,7.8,Indie,N/A,True
DEAD,2020,8.8,Action,Adventure,True
Desktop Mark,2023,9.1,Casual,Indie,True
RideOp - VR Thrill Ride Experience,2018,7.1,Casual,Simulation,True
Virtual Hero VR,2019,6.8,N/A,N/A,True
Dig Deep,2019,9.3,Action,Casual,True
FURRIFIGHTERS: PREQUEL I,2022,9.1,Action,Indie,True
ColorBlend FX: Desaturation Prologue,2021,9.3,Action,Adventure,True
Counterpick Labs,2024,9.0,Action,Indie,True
King of Avalon,2023,4.3,Strategy,N/A,True
Asurya's Embers,2024,6.6,Action,N/A,True
Halo: Reach Mod Tools MCC,2022,9.1,Action,N/A,False
Clean'Em Up,2016,9.0,Action,Indie,True
Jumpy Haha,2021,8.8,Action,Indie,True
Geadows,2021,8.5,Action,Indie,True
Tetrageddon Games,2023,8.7,Indie,N/A,True
Monster Clicker : Idle Halloween Strategy,2018,4.9,Action,Casual,True
Pinball Inside: A VR Arcade Game,2017,7.9,Casual,Indie,True
No Questions Asked,2023,9.4,Adventure,Casual,True
Bloompunk,2023,8.7,Action,Indie,True
Legacy of the Elder Star,2016,8.8,Action,Indie,True
To the Edge of the Sky,2020,5.9,Action,Adventure,True
仙剑诀网络版,2021,5.9,Casual,Massively Multiplayer,True
Sunline,2022,7.5,Adventure,N/A,True
Knight Squad 2 Trials,2021,9.1,Action,N/A,True
Custodian: Beginning of the End,2021,6.9,Action,Adventure,True
It Lurks in the Woods,2017,7.2,Adventure,Indie,True
Vrideo,2016,5.9,N/A,N/A,True
Blocky Snake,2018,5.9,Action,Casual,True
Zap Zap Zombie Cats,2018,6.3,Action,Casual,True
Stormworm,2016,9.7,Indie,N/A,True
You Have 10 Seconds (2023),2023,9.0,Casual,Strategy,True
Where Are My Mittens,2022,8.5,Adventure,Casual,True
Zombie Death Quota,2022,9.0,Action,Indie,True
Pummel Paladins,2020,9.6,Action,Casual,True
A Boy and His Beard,2018,7.6,Action,Casual,True
Spooky Speakeasy,2020,9.3,Indie,N/A,True
Nyanco Desktop Mascot,2021,9.3,N/A,N/A,True
Путешествие паладина,2021,9.1,Adventure,Indie,True
7th Domain:Tree of Chaos Prologue,2024,8.8,Action,Indie,True
Derealized,2023,8.2,Indie,Simulation,True
SE VR World Demo,2024,7.9,Action,Indie,True
"Its Simple, SHOOT",2019,9.3,Action,Casual,True
苍空的彼端,2024,9.4,Adventure,N/A,True
First Class Trouble Playtest,2021,9.7,N/A,N/A,False
TEMPER MY BLADE,2020,6.3,Adventure,Casual,True
King and Kingdoms,2022,4.0,Massively Multiplayer,Strategy,True
Couroland,2022,5.8,Adventure,Casual,True
HenapoLand,2023,7.9,Simulation,N/A,True
Goddess of Math 数学女神,2019,8.8,Action,Casual,True
Christmas Clicker: Idle Gift Builder,2018,7.2,Casual,Indie,True
Reborn A Zombie!,2023,10.0,Casual,N/A,True
Blasting Courier,2021,8.8,Adventure,Casual,True
HideNProp,2023,4.3,Action,Indie,True
Deep Lake: Prologue,2021,8.1,Action,Adventure,True
Shiitake Showdown,2023,8.2,Action,Indie,True
Dungeon Stalkers Playtest,2024,5.8,N/A,N/A,False
The Oni Sellsword,2018,9.4,Indie,RPG,True
AploVVare Collection,2023,9.3,Adventure,Indie,True
Liminal,2018,6.3,Adventure,Indie,True
Abyss Of Fire,2023,8.4,Action,Adventure,True
Deliver Us From Evil (DUFE),2022,9.3,Casual,Indie,True
Cargo Duty,2024,6.6,Casual,Indie,True
Anvil Playtest,2023,9.1,N/A,N/A,False
DreadMoon,2023,6.6,Action,N/A,True
Roberto el Lagarto,2024,10.0,Action,Casual,True
Eternal Kingdom Battle Peak,2023,4.3,Massively Multiplayer,RPG,True
my brother lives in a canyon,2021,9.6,Adventure,N/A,True
Daddy,2022,6.4,Action,Indie,True
Jigsaw Masterpieces,2019,7.4,Casual,N/A,True
